// Generated by tools/generate_rune_tablet_data.py; edit catalog.json then regenerate.
// All probabilities use denominator 100000. Getters clear their output arrays.

function	script	PN_RT_ListSets	{
	deletearray @RT_SetIds[0],getarraysize(@RT_SetIds);
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260002:
	@RT_Name$ = "Secret Facility Set";
	@RT_Description$ = "2 pieces: Every 3 enhancement level: Increases physical and magical damage against poison property enemies by 2% 3 pieces: Increases ASPD (reduces delay after attack) by 4%";
	setarray @RT_PieceIds[0],1263006,1263007,1263009;
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260003:
	@RT_Name$ = "Mutant Set";
	@RT_Description$ = "2 pieces: Every 5 enhancement level: Reduces variable cast time by 1% 3 pieces: Increases neutral property magical damage by 3%";
	setarray @RT_PieceIds[0],1263008,1263011,1263010;
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260004:
	@RT_Name$ = "Secret Set";
	@RT_Description$ = "2 pieces: Increases critical damage by 3%, every 5 enhancement level: Increases critical damage by additional 2% 3 pieces: Increases critical damage by 8%";
	setarray @RT_PieceIds[0],1263012,1263028,1263030;
	setarray @RT_Base[0],8000,8000,8000,7000,7000,6000,5000,4000,3000,2000,1000,500,500,250,50;
	setarray @RT_PityStep[0],3000,3000,3000,2500,2500,2000,1500,1000,900,800,600,500,300,100,20;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260005:
	@RT_Name$ = "Spell Addict Set";
	@RT_Description$ = "2 pieces: Matk + 15, every 3 enhancement level: Matk + 3 3 pieces: Increases all property magical damage by 1% 4 pieces: Increases all property magical damage by additional 4%";
	setarray @RT_PieceIds[0],1263013,1263014,1263015,1263016;
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 4; @RT_MaxLevel = 15; return 1;
	case 1260006:
	@RT_Name$ = "Bath Administration Set";
	@RT_Description$ = "2 pieces: Every 5 enhancement level: Increases physical and magical damage against brute and fish race by 1% 3 pieces: Increases physical and magical damage against brute and fish race by 2%";
	setarray @RT_PieceIds[0],1263023,1263017,1263021;
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260007:
	@RT_Name$ = "Garden Administration Set";
	@RT_Description$ = "2 pieces: Every 5 enhancement level: Increases physical and magical damage against plant and insect race by 1% 4 pieces: Increases physical and magical damage against plant and insect race by 2% 6 pieces: Reduces physical and magical damage taken from all property enemies by 3%";
	setarray @RT_PieceIds[0],1263018,1263027,1263025,1263026,1263019,1263020;
	setarray @RT_Base[0],10000,10000,10000,9000,9000,8000,7000,6000,5000,4000,3000,2000,1000,500,100;
	setarray @RT_PityStep[0],4000,4000,4000,3600,3600,3200,2800,2400,2000,1600,1200,800,400,200,40;
	@RT_PieceCount = 6; @RT_MaxLevel = 15; return 1;
	case 1260014:
	@RT_Name$ = "Gray Wolf Set";
	@RT_Description$ = "2 pieces: Damage vs EP 18 monsters +10%, For each 3 upgrades: Damage vs EP 18 monsters +1%";
	setarray @RT_PieceIds[0],1263035,1263036;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260015:
	@RT_Name$ = "False Warrior Set";
	@RT_Description$ = "2 pieces: For each 5 upgrades: Melee physical damage +1% 3 pieces: Melee physical damage +3%";
	setarray @RT_PieceIds[0],1263037,1263038,1263044;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260016:
	@RT_Name$ = "False Magician Set";
	@RT_Description$ = "2 pieces: For each 5 upgrades: Any Element Magic damage +1% 3 pieces: Any Element Magic damage +3%";
	setarray @RT_PieceIds[0],1263040,1263041,1263045;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260017:
	@RT_Name$ = "False Shooter Set";
	@RT_Description$ = "2 pieces: For each 5 upgrades: Ranged physical damage +1% 3 pieces: Ranged physical damage +3%";
	setarray @RT_PieceIds[0],1263039,1263043,1263042;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260018:
	@RT_Name$ = "Ashy Forest Set";
	@RT_Description$ = "2 pieces: Critical Damage +2% 3 pieces: CRI +3, For each 3 upgrades: CRI +1 4 pieces: Critical Damage +3%";
	setarray @RT_PieceIds[0],1263049,1263048,1263047,1263046;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 4; @RT_MaxLevel = 15; return 1;
	case 1260019:
	@RT_Name$ = "Lava Zone Set";
	@RT_Description$ = "2 pieces: Shadow Magic Damage +3% 3 pieces: Earth Magic Damage +3%, For each 3 upgrades: Fire Magic Damage +2%";
	setarray @RT_PieceIds[0],1263046,1263050,1263051;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260020:
	@RT_Name$ = "Grey Wilderness Set";
	@RT_Description$ = "2 pieces: ATK +10 MATK +10, For each 3 upgrades ATK +3 MATK +3 4 pieces: For each 3 upgrades: Variable Cast Time -1% Attack Speed +1% 6 pieces: MHP +2% MSP +2%, For Each 3 upgrades: MHP +1%, MSP +1%";
	setarray @RT_PieceIds[0],1263047,1263049,1263046,1263048,1263050,1263051;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 6; @RT_MaxLevel = 15; return 1;
	case 1260021:
	@RT_Name$ = "Burning Fang Set";
	@RT_Description$ = "2 pieces: When dealing damage: 2% chance to recover 200 SP per second for 4 seconds 3 pieces: SP Consumption -5%, For each 3 upgrades SP Consumption -2%";
	setarray @RT_PieceIds[0],1263051,1263052,1263050;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260022:
	@RT_Name$ = "Demigod Set";
	@RT_Description$ = "2 pieces: Damage vs. Boss Class +10% 3 pieces: Damage vs. Boss Class +15%, For Each 3 upgrades: Damage vs. Boss Class +3%";
	setarray @RT_PieceIds[0],1263053,1263048,1263049;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260023:
	@RT_Name$ = "Snowflower Armor Set";
	@RT_Description$ = "2 pieces: Damage vs Episode 19 Monsters +10%, For each 3 upgrades: Damage vs Episode 19 Monsters +1%";
	setarray @RT_PieceIds[0],1263054,1263055;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260024:
	@RT_Name$ = "Glacier Weapon Set";
	@RT_Description$ = "2 pieces: ATK +35, MATK +35 4 pieces: P.ATK +2, S.MATK +2, For each 5 upgrades: P.ATK +1, S.MATK +1 6 pieces: Melee physical damage +4%, Ranged physical damage +4%, All elemental Magic damage +3%";
	setarray @RT_PieceIds[0],1263056,1263057,1263058,1263059,1263060,1263061;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 6; @RT_MaxLevel = 15; return 1;
	case 1260025:
	@RT_Name$ = "Ultra Limacina Set";
	@RT_Description$ = "2 pieces: RES +55, MRES +55, For each 3 upgrades: WIS +2, STA +2, RES +5, MRES +5";
	setarray @RT_PieceIds[0],1263062,1263065;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260026:
	@RT_Name$ = "Fusion Set";
	@RT_Description$ = "2 pieces: S.MATK +15, All elemental resistance -15%, For each 3 upgrades: All elemental resistance +3%, Poison and Fire Magic damage +4%";
	setarray @RT_PieceIds[0],1263063,1263070;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260027:
	@RT_Name$ = "Snowfield Set";
	@RT_Description$ = "2 pieces: P.ATK +2, SP cost for skills +5%, For each 3 upgrades: Ranged physical damage +1% 3 pieces: Ranged physical damage +4%, SP cost for skills -5%";
	setarray @RT_PieceIds[0],1263064,1263065,1263066;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260028:
	@RT_Name$ = "Family Set";
	@RT_Description$ = "2 pieces: For each 5 upgrades: MHP +1%, MSP +1% 3 pieces: MHP +4%, MSP +4%";
	setarray @RT_PieceIds[0],1263066,1263067,1263068;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260029:
	@RT_Name$ = "Irritation Set";
	@RT_Description$ = "2 pieces: CRI -3, Critical damage -4% 3 pieces: C.Rate +1, For each 3 upgrades: CRI +2, Critical damage +2%";
	setarray @RT_PieceIds[0],1263064,1263065,1263069;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260030:
	@RT_Name$ = "Basement Set";
	@RT_Description$ = "2 pieces: S.MATK +3, SP cost for skills +5%, For each 5 upgrades: Water, poison Magic damage +1%, Dark, Fire Magic damage +1% 3 pieces: Water, Poison Magic damage +5%, Dark, Fire Magic damage +5%, SP cost for skills -5%";
	setarray @RT_PieceIds[0],1263067,1263068,1263070;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260031:
	@RT_Name$ = "Rgan Set";
	@RT_Description$ = "2 pieces: P.ATK +2, SP cost for skills +5%, For each 3 upgrades: Melee physical damage +1% 3 pieces: Melee physical damage +4%, SP cost for skills -5%";
	setarray @RT_PieceIds[0],1263070,1263068,1263069;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260032:
	@RT_Name$ = "Labre Collector Set";
	@RT_Description$ = "2 pieces: Damage vs Plant +6%, For each 5 upgrades: Damage vs Plant +3% 3 pieces: Damage vs Fish +6%, For each 5 upgrades: Damage vs Fish +3% 4 pieces: Damage vs Insect +6%, For each 5 upgrades: Damage vs Insect +3%";
	setarray @RT_PieceIds[0],1263065,1263064,1263067,1263066;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 4; @RT_MaxLevel = 15; return 1;
	case 1260039:
	@RT_Name$ = "Predator Set";
	@RT_Description$ = "2 pieces: P.ATK +20, All Elemental Resistance -15%, For each 3 upgrades: All Elemental Resistance +2%, Melee and Ranged physical damage +4%";
	setarray @RT_PieceIds[0],1263087,1263092;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 2; @RT_MaxLevel = 15; return 1;
	case 1260040:
	@RT_Name$ = "Guardian Set";
	@RT_Description$ = "2 pieces: Variable Casting Time -7%, P.ATK +2, For each 5 upgrades: Variable Casting time -1% 3 pieces: Melee and Ranged physical damage +4%; SP cost for skills -4%";
	setarray @RT_PieceIds[0],1263086,1263090,1263089;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260041:
	@RT_Name$ = "Angel Snail Set";
	@RT_Description$ = "2 pieces: MHP +2% , SPL / CON +3, For each 5 upgrades: MHP +1%, MSP +1% 3 pieces: MHP +5%, SPL / CON +5, For each 3 upgrades: MHP +1%, SPL / CON +1";
	setarray @RT_PieceIds[0],1263085,1263087,1263088;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260042:
	@RT_Name$ = "Glacial Daily Life Set";
	@RT_Description$ = "2 pieces: Variable Casting Time -7%, S.MATK +2, For each 5 upgrades: Variable Casting Time -1% 3 pieces: Fire, Wind, Holy, Neutral Magic Damage +5%, SP cost for skills -4%";
	setarray @RT_PieceIds[0],1263083,1263084,1263086;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260043:
	@RT_Name$ = "Discharge Set";
	@RT_Description$ = "2 pieces: CRI +3, Critical Damage +3% 4 pieces: CRI +5, Critical Damage +10%, C.Rate +3";
	setarray @RT_PieceIds[0],1263086,1263090,1263083,1263088;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 4; @RT_MaxLevel = 15; return 1;
	case 1260037:
	@RT_Name$ = "Glacier Set";
	@RT_Description$ = "2 pieces: For each 3 upgrades: Physical/Magic damage vs Episode 20 Monsters +1% 3 pieces: Physical/Magic damage vs Episode 20 Monsters +7%";
	setarray @RT_PieceIds[0],1263080,1263081,1263082;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260038:
	@RT_Name$ = "Sanctuary Cleanup Set";
	@RT_Description$ = "2 pieces: MHP +2%, POW / CON +3, For each 5 upgrades: MHP +1%, MSP +1% 3 pieces: MHP +5%, POW / CON +5, For each 3 upgrades: MHP +1%, POW / CON +1";
	setarray @RT_PieceIds[0],1263089,1263091,1263088;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 3; @RT_MaxLevel = 15; return 1;
	case 1260044:
	@RT_Name$ = "Roots Set";
	@RT_Description$ = "2 pieces: Melee and Ranged physical damage +4%, Any Element Magic damage +3% 4 pieces: RES +15, MRES +15, For each 3 upgrades: RES +3 MRES +3 5 pieces: Global Cooldown -5%, For each 3 upgrades: Global Cooldown -1%";
	setarray @RT_PieceIds[0],1263083,1263084,1263085,1263089,1263090;
	setarray @RT_Base[0],12000,12000,12000,10500,10500,9000,7500,6000,4500,3000,1500,750,750,370,70;
	setarray @RT_PityStep[0],7200,7200,7200,6300,6300,5400,4500,3600,2700,1800,900,450,450,220,40;
	@RT_PieceCount = 5; @RT_MaxLevel = 15; return 1;
	case 1260053:
	@RT_Name$ = "Purification Set";
	@RT_Description$ = "2 pieces: Ranged physical damage +4%, For each 3 upgrades: Ranged physical damage +1% 3 pieces: C.Rate +3, Critical Damage +12% 5 pieces: Variable Casting Time -6%, For each 3 upgrades: Variable Casting Time -1%";
	setarray @RT_PieceIds[0],1263108,1263109,1263112,1263113,1263116;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 5; @RT_MaxLevel = 15; return 1;
	case 1260054:
	@RT_Name$ = "Civil Support Set";
	@RT_Description$ = "2 pieces: MSP +5%, For each 3 upgrades: MSP +2% 4 pieces: Global Cooldown -5%, For each 5 upgrades: Global Cooldown -1%";
	setarray @RT_PieceIds[0],1263110,1263111,1263112,1263114;
	setarray @RT_Base[0],15000,15000,15000,13500,13500,12000,10500,9000,7500,6000,4500,3000,1500,750,150;
	setarray @RT_PityStep[0],9000,9000,9000,8100,8100,7200,6300,5400,4500,3600,2700,1800,900,450,90;
	@RT_PieceCount = 4; @RT_MaxLevel = 15; return 1;
	case 1260055:
	@RT_Name$ = "Company Set";
	@RT_Description$ = "2 pieces: Melee / Ranged physical damage +6%, For each 3 upgrades: Melee / Ranged physical damage +1% 4 pieces: P.ATK +20, Melee / Ranged physical damage +4% 6 pieces: CRI +15, Critical damage +35%, For each 3 upgrades: Critical damage +5%";
